Mod:Item:MetaData, Localized Name
harvestcraft:lemon_sapling, Лимонный саженец
harvestcraft:lemonitem, Лимон
harvestcraft:pamlemon, Лимон
harvestcraft:pear_sapling, Грушевый саженец
harvestcraft:pearitem, Груша
harvestcraft:pampear, Груша
harvestcraft:olive_sapling, Оливковый саженец
harvestcraft:oliveitem, Оливки
harvestcraft:pamolive, Оливки
harvestcraft:spiderweb_sapling, Паутиновый саженец
harvestcraft:pamspiderweb, Паутина
harvestcraft:grapefruit_sapling, Грейпфрутовый саженец
harvestcraft:grapefruititem, Грейпфрут
harvestcraft:pamgrapefruit, Грейпфрут
harvestcraft:pomegranate_sapling, Гранатовый саженец
harvestcraft:pomegranateitem, Гранат
harvestcraft:pampomegranate, Гранат
harvestcraft:cashew_sapling, Саженец кешью
harvestcraft:cashewitem, Кешью
harvestcraft:pamcashew, Кешью
harvestcraft:vanillabean_sapling, Ванильный саженец
harvestcraft:vanillabeanitem, Ваниль
harvestcraft:pamvanillabean, Ванильный боб
harvestcraft:starfruit_sapling, Карамболовый саженец
harvestcraft:starfruititem, Карамбола
harvestcraft:pamstarfruit, Карамболь
harvestcraft:banana_sapling, Банановый саженец
harvestcraft:bananaitem, Банан
harvestcraft:pambanana, Банан
harvestcraft:plum_sapling, Пальмовый саженец
harvestcraft:plumitem, Слива
harvestcraft:pamplum, Слива
harvestcraft:avocado_sapling, Авокадовый саженец
harvestcraft:avocadoitem, Авокадо
harvestcraft:pamavocado, Авокадо
harvestcraft:pecan_sapling, Пекановый саженец
harvestcraft:pecanitem, Пекан
harvestcraft:pampecan, Орех пекан
harvestcraft:pistachio_sapling, Фисташковый саженец
harvestcraft:pistachioitem, Фисташки
harvestcraft:pampistachio, Фисташки
harvestcraft:lime_sapling, Лаймовый саженец
harvestcraft:limeitem, Лайм
harvestcraft:pamlime, Лайм
harvestcraft:peppercorn_sapling, Перечный саженец
harvestcraft:peppercornitem, Перец
harvestcraft:pampeppercorn, Перец
harvestcraft:almond_sapling, Миндальный саженец
harvestcraft:almonditem, Миндаль
harvestcraft:pamalmond, Миндаль
harvestcraft:gooseberry_sapling, Крыжовниковый саженец
harvestcraft:gooseberryitem, Крыжовник
harvestcraft:pamgooseberry, Крыжовник
harvestcraft:peach_sapling, Персиковый саженец
harvestcraft:peachitem, Персик
harvestcraft:pampeach, Персик
harvestcraft:chestnut_sapling, Каштановый саженец
harvestcraft:chestnutitem, Каштан
harvestcraft:pamchestnut, Каштан
harvestcraft:coconut_sapling, Кокосовый саженец
harvestcraft:coconutitem, Кокос
harvestcraft:pamcoconut, Кокос
harvestcraft:mango_sapling, Манговый саженец
harvestcraft:mangoitem, Манго
harvestcraft:pammango, Манго
harvestcraft:apricot_sapling, Абрикосовый саженец
harvestcraft:apricotitem, Абрикос
harvestcraft:pamapricot, Абрикос
harvestcraft:orange_sapling, Апельсиновый саженец
harvestcraft:orangeitem, Апельсин
harvestcraft:pamorange, Апельсин
harvestcraft:walnut_sapling, Ореховый саженец
harvestcraft:walnutitem, Орех
harvestcraft:pamwalnut, Грецкий орех
harvestcraft:persimmon_sapling, Хурмовый саженец
harvestcraft:persimmonitem, Хурма
harvestcraft:pampersimmon, Хурма
harvestcraft:nutmeg_sapling, Мускатный саженец
harvestcraft:nutmegitem, Мускатный орех
harvestcraft:pamnutmeg, Мускатный орех
harvestcraft:durian_sapling, Дуриановый саженец
harvestcraft:durianitem, Дуриан
harvestcraft:pamdurian, Дуриан
harvestcraft:cinnamon_sapling, Коричный саженец
harvestcraft:cinnamonitem, Корица
harvestcraft:pamcinnamon, Корица
harvestcraft:maple_sapling, Кленовый саженец
harvestcraft:maplesyrupitem, Кленовый сироп
harvestcraft:pammaple, Древесина клена
harvestcraft:paperbark_sapling, Саженец чайного дерева
harvestcraft:pampaperbark, Чайное дерево
harvestcraft:market, Автомат продажи
harvestcraft:shippingbin, Скупщик
harvestcraft:well, Что ж
harvestcraft:groundtrap, Ловушка
harvestcraft:watertrap, Морская ловушка
harvestcraft:waterfilter, Water Filter
harvestcraft:grinder, Grinder
harvestcraft:beehive, Улей
harvestcraft:apiary, Пасека
harvestcraft:honey, Медовый блок
harvestcraft:honeycomb, Блок медовых сот
harvestcraft:pressedwax, Восковой блок
harvestcraft:waxcomb, Блок сот
harvestcraft:candledeco1, Белая свеча
harvestcraft:candledeco2, Оранжевый свеча
harvestcraft:candledeco3, Пурпурная свеча
harvestcraft:candledeco4, Светло-голубая свеча
harvestcraft:candledeco5, Желтая свеча
harvestcraft:candledeco6, Лаймовая свеча
harvestcraft:candledeco7, Розовая свеча
harvestcraft:candledeco8, Серая свеча
harvestcraft:candledeco9, Светло-серая свеча
harvestcraft:candledeco10, Бирюзовая свеча
harvestcraft:candledeco11, Фиолетовая свеча
harvestcraft:candledeco12, Синяя свеча
harvestcraft:candledeco13, Коричневая свеча
harvestcraft:candledeco14, Зеленая свеча
harvestcraft:candledeco15, Красная свеча
harvestcraft:candledeco16, Черная свеча
harvestcraft:aridgarden, Засохший сад
harvestcraft:frostgarden, Замерзжий сад
harvestcraft:shadedgarden, Тенистая сад
harvestcraft:soggygarden, Мокрый сад
harvestcraft:tropicalgarden, Тропический сад
harvestcraft:windygarden, Ветренный сад
harvestcraft:presser, Выдавливатель
harvestcraft:carrotcake, Морковный пирог
harvestcraft:cheesecake, Творожный торт
harvestcraft:cherrycheesecake, Вишневый творожный торт
harvestcraft:chocolatesprinklecake, Шоколад  торт
harvestcraft:holidaycake, Праздничный торт
harvestcraft:lamingtoncake, Ламингтон
harvestcraft:pavlovacake, Торт павлова
harvestcraft:pineappleupsidedowncake, Ананасовый торт
harvestcraft:pumpkincheesecake, Тыквенно-сырный торт
harvestcraft:redvelvetcake, Красный торт
harvestcraft:garliccoinitem, Чесночная монета
harvestcraft:ediblerootitem, Корнеплод
harvestcraft:sunflowerseedsitem, Подсолнечник
harvestcraft:calamarirawitem, Кальмар
harvestcraft:calamaricookeditem, Жареный кальмар
harvestcraft:saltitem, Соль
harvestcraft:wovencottonitem, Тканый хлопок
harvestcraft:freshwateritem, Пресная вода
harvestcraft:freshmilkitem, Свежее молоко
harvestcraft:grilledasparagusitem, Жаренаяспаржа
harvestcraft:bakedsweetpotatoitem, Запеченный батат
harvestcraft:grilledeggplantitem, Жареный баклажан
harvestcraft:toastitem, Тост
harvestcraft:cheeseitem, Сыр
harvestcraft:icecreamitem, Мороженое
harvestcraft:grilledcheeseitem, Жареный сыр
harvestcraft:applesauceitem, Яблочный соус
harvestcraft:pumpkinbreaditem, Тыквенный хлеб
harvestcraft:caramelappleitem, Яблоко в карамели
harvestcraft:applepieitem, Яблочный пирог
harvestcraft:teaitem, Чашка чая
harvestcraft:coffeeitem, Чашка кофе
harvestcraft:popcornitem, Попкорн
harvestcraft:raisinsitem, Изюм
harvestcraft:ricecakeitem, Рисовый пирог
harvestcraft:toastedcoconutitem, ПодЖареный кокос
harvestcraft:roastedpumpkinseedsitem, Жареные тыквенные семечки
harvestcraft:vanillaitem, Ваниль
harvestcraft:toastedsesameseedsitem, ПодЖареный кунжут
harvestcraft:flouritem, Мука
harvestcraft:doughitem, Тесто
harvestcraft:pastaitem, Паста
harvestcraft:heavycreamitem, Густые сливки
harvestcraft:butteritem, Масло
harvestcraft:applejuiceitem, Яблочный сок
harvestcraft:melonjuiceitem, Сок арбуза
harvestcraft:carrotjuiceitem, Морковный сок
harvestcraft:strawberryjuiceitem, Клубничный сок
harvestcraft:grapejuiceitem, Виноградный сок
harvestcraft:blueberryjuiceitem, Сок черники
harvestcraft:cherryjuiceitem, Вишневый сок
harvestcraft:papayajuiceitem, Сок папайи
harvestcraft:starfruitjuiceitem, Карамболовый сок
harvestcraft:orangejuiceitem, Апельсиновый сок
harvestcraft:peachjuiceitem, Персиковый сок
harvestcraft:limejuiceitem, Лаймовый сок
harvestcraft:mangojuiceitem, Сок манго
harvestcraft:pomegranatejuiceitem, Гранатовый сок
harvestcraft:blackberryjuiceitem, Сок ежевики
harvestcraft:raspberryjuiceitem, Малиновый сок
harvestcraft:kiwijuiceitem, Сок киви
harvestcraft:cranberryjuiceitem, Клюквенный сок
harvestcraft:cactusfruitjuiceitem, Сок кактусового сока
harvestcraft:plumjuiceitem, Сливовый сок
harvestcraft:pearjuiceitem, Грушевый сок
harvestcraft:apricotjuiceitem, Абрикосовый сок
harvestcraft:figjuiceitem, Рисовый сок
harvestcraft:grapefruitjuiceitem, Грейпфрутовый сок
harvestcraft:persimmonjuiceitem, Сук хурмы
harvestcraft:pumpkinsoupitem, Тыквенный суп
harvestcraft:melonsmoothieitem, Арбузный коктель
harvestcraft:carrotsoupitem, Морковный суп
harvestcraft:glazedcarrotsitem, Глазированная морковь
harvestcraft:butteredpotatoitem, Картошка с маслом
harvestcraft:loadedbakedpotatoitem, Фаршированный печеный картофель
harvestcraft:mashedpotatoesitem, Картофельного пюре
harvestcraft:potatosaladitem, Картофельный салат
harvestcraft:potatosoupitem, Картофельный суп
harvestcraft:friesitem, Картошка фри
harvestcraft:grilledmushroomitem, Жареный гриб
harvestcraft:stuffedmushroomitem, Фаршированные Грибы
harvestcraft:chickensandwichitem, Куринный сендвич
harvestcraft:chickennoodlesoupitem, Куриный суп с лапшой
harvestcraft:chickenpotpieitem, Куриный пирог
harvestcraft:breadedporkchopitem, Панированная свинина
harvestcraft:hotdogitem, Хотдог
harvestcraft:bakedhamitem, Буженина
harvestcraft:hamburgeritem, Гамбургеров
harvestcraft:cheeseburgeritem, Чизбургер
harvestcraft:potroastitem, Тушеное мясо
harvestcraft:fishsandwichitem, Рыбный бутерброд
harvestcraft:fishsticksitem, Рыбные палочки
harvestcraft:fishandchipsitem, Рыбные чипсы
harvestcraft:mayoitem, Майонез
harvestcraft:friedeggitem, Яичница
harvestcraft:scrambledeggitem, Омлет
harvestcraft:boiledeggitem, Вареное яйцо
harvestcraft:eggsaladitem, Яичный салат
harvestcraft:caramelitem, Карамель
harvestcraft:taffyitem, Ирис
harvestcraft:spidereyesoupitem, Суп из паучьих глаз
harvestcraft:zombiejerkyitem, Соленая зомбятина
harvestcraft:cocoapowderitem, Какао-порошок
harvestcraft:chocolatebaritem, Шоколад
harvestcraft:hotchocolateitem, Горячий шоколад
harvestcraft:chocolateicecreamitem, Шоколадное мороженое
harvestcraft:vegetablesoupitem, Овощной суп
harvestcraft:stockitem, Сток
harvestcraft:fruitsaladitem, Фруктовый салат
harvestcraft:spagettiitem, Спагетти
harvestcraft:spagettiandmeatballsitem, Спагетти и фрикадельки
harvestcraft:tomatosoupitem, Томатный суп
